,pclass,deck,fare_range,sex,title,age_range,fam_size,embarked,survived
696,3,5,1,1,0,2,1,0,0
697,3,5,1,1,0,2,1,0,0
698,3,6,1,0,1,1,1,0,0
699,3,4,1,0,1,3,1,0,0
700,3,6,1,0,1,1,1,0,0
701,3,5,1,0,1,1,1,0,0
702,3,5,0,1,0,2,1,2,0
703,3,6,0,0,1,2,1,2,0
704,3,6,1,0,1,2,1,0,0
705,3,4,2,0,1,2,2,1,0
706,3,4,2,1,2,1,2,1,0
707,3,6,0,0,1,2,1,0,0
708,3,5,0,0,1,2,1,0,0
709,3,5,0,1,0,1,1,2,1
710,3,4,0,1,0,3,1,2,0
711,3,6,0,0,1,2,1,0,0
712,3,4,1,0,1,2,1,0,0
713,3,5,0,0,1,2,1,2,0
714,3,6,4,0,1,3,1,0,1
715,3,4,1,0,1,2,1,0,0
716,3,5,2,0,1,2,2,1,0
717,3,5,2,0,1,1,2,1,0
718,3,4,0,0,1,1,1,0,0
719,3,5,1,0,1,1,1,0,1
720,3,5,0,0,1,2,1,2,0
721,3,5,0,0,1,3,1,0,0
722,3,5,0,0,1,2,1,0,0
723,3,5,0,0,1,3,1,2,0
724,3,5,0,0,1,3,1,2,0
725,3,5,0,1,0,2,1,2,1
726,3,4,0,1,0,2,1,2,0
727,3,6,0,0,1,7,1,2,0
728,3,5,1,0,1,4,1,0,0
729,3,4,1,0,1,3,1,0,0
730,3,5,1,0,1,2,1,0,0
731,3,5,1,0,1,1,1,0,0
732,3,4,1,0,1,2,1,0,0
733,3,4,2,0,3,0,3,0,1
734,3,4,2,0,3,0,3,0,1
735,3,4,2,1,2,3,3,0,1
736,3,6,0,0,1,5,1,0,0
737,3,6,1,0,1,1,1,0,0
738,3,6,2,1,0,1,2,0,1
739,3,6,2,0,1,4,2,0,0
740,3,5,1,0,1,1,1,0,0
741,3,5,0,0,1,2,1,1,0
742,3,4,1,0,1,4,1,0,1
743,3,4,2,1,0,2,1,0,0
744,3,6,1,0,1,1,1,0,0
745,3,4,0,1,0,2,1,2,1
746,3,5,0,0,1,2,1,2,1
747,3,5,2,0,3,0,3,0,0
748,3,5,2,0,1,3,3,0,0
749,3,5,2,1,2,2,3,0,0
750,3,6,1,0,1,2,1,0,0
751,3,6,1,0,1,2,1,0,0
752,3,4,3,0,1,2,3,0,0
753,3,5,1,0,1,2,1,0,0
754,3,4,3,0,1,2,3,0,0
755,3,5,1,0,1,1,3,0,0
756,3,5,2,0,1,2,2,0,0
757,3,5,2,1,2,1,2,0,1
758,3,5,2,0,1,3,2,0,1
759,3,5,2,1,2,3,2,0,1
760,3,6,1,0,1,2,1,0,1
761,3,5,1,0,1,1,1,0,0
762,3,6,2,0,3,0,4,0,1
763,3,6,2,1,0,0,4,0,1
764,3,6,2,0,1,2,4,0,0
765,3,6,2,1,2,3,4,0,1
766,3,5,1,0,1,2,1,0,0
767,3,5,1,0,1,2,1,0,0
768,3,5,1,0,1,2,1,0,0
769,3,4,0,0,1,2,1,0,0
770,3,5,0,0,1,3,1,0,0
771,3,5,1,1,0,1,1,2,1
772,3,6,1,0,1,1,1,0,0
773,3,4,1,0,1,4,1,0,0
774,3,6,1,0,1,4,1,0,0
775,3,5,0,0,1,2,1,1,0
776,3,5,0,0,1,3,1,2,0
777,3,6,1,0,1,1,1,0,1
778,3,4,2,1,0,2,1,0,1
779,3,4,0,1,0,2,1,2,0
780,3,6,1,1,0,2,1,0,1
781,3,4,1,0,1,3,1,1,0
782,3,6,0,0,1,6,1,2,0
783,3,5,0,0,1,2,1,0,1
784,3,6,2,0,1,2,2,0,0
785,3,6,2,1,2,2,2,0,1
786,3,6,0,0,1,1,1,0,0
787,3,4,0,0,1,1,1,0,0
788,3,5,0,0,1,4,1,0,0
789,3,6,0,0,1,2,1,1,0
790,3,5,0,0,1,3,3,1,0
791,3,5,0,0,1,1,3,1,0
792,3,6,0,0,1,1,3,1,0
793,3,6,0,0,1,4,1,0,0
794,3,4,2,1,0,0,1,0,1
795,3,6,0,0,1,2,1,1,0
796,3,5,2,0,1,4,1,0,0
797,3,5,0,0,1,4,1,2,0
798,3,4,0,0,1,2,1,0,1
799,3,6,0,0,1,1,1,0,0
800,3,4,0,1,0,1,1,2,0
801,3,5,0,0,1,2,1,2,0
802,3,4,0,0,1,2,1,2,0
803,3,4,1,0,1,2,1,2,0
804,3,5,0,0,1,2,1,2,0
805,3,6,4,0,1,2,1,0,1
806,3,4,3,1,0,2,5,0,0
807,3,4,3,1,0,0,5,0,0
808,3,6,1,0,1,2,1,0,0
809,3,4,3,0,1,1,5,0,0
810,3,4,3,0,1,1,5,0,0
811,3,4,3,1,2,4,5,0,0
812,3,5,0,0,1,2,1,2,0
813,3,5,0,0,1,2,1,0,0
814,3,5,0,0,1,2,1,2,0
815,3,4,2,0,1,2,1,0,0
816,3,5,1,0,1,2,1,1,0
817,3,5,1,0,1,2,1,0,0
818,3,4,0,1,0,1,1,2,1
819,3,5,0,1,0,1,1,2,1
820,3,4,2,0,3,0,3,0,1
821,3,4,2,0,1,3,3,0,0
822,3,6,0,0,1,4,1,0,0
823,3,4,2,1,2,3,3,0,1
824,3,5,0,0,1,3,1,0,0
825,3,6,4,0,3,0,7,0,0
826,3,6,4,0,3,0,7,0,0
827,3,6,4,0,3,1,7,0,0
828,3,6,4,1,0,0,7,0,0
829,3,6,4,1,0,1,7,0,0
830,3,6,4,0,1,1,7,0,0
831,3,6,4,0,1,3,7,0,0
832,3,6,4,1,2,4,7,0,0
833,3,5,1,0,1,5,1,0,0
834,3,5,1,0,1,3,1,0,0
835,3,5,1,0,1,2,1,0,0
836,3,5,1,0,1,1,1,0,0
837,3,5,1,0,1,3,3,0,0
838,3,6,1,0,1,2,3,0,0
839,3,4,0,0,1,1,1,0,0
840,3,6,1,1,0,2,1,0,0
841,3,4,0,1,0,1,1,2,0
842,3,5,2,0,1,2,2,0,0
843,3,4,2,0,1,2,2,0,0
844,3,6,2,0,1,2,2,0,0
845,3,6,2,1,2,2,2,0,1
846,3,4,1,0,1,1,1,0,0
847,3,5,0,0,1,2,1,1,0
848,3,6,2,0,1,4,3,0,0
849,3,5,0,0,1,2,2,0,0
850,3,5,0,0,1,2,1,0,0
851,3,6,2,1,2,4,2,0,1
852,3,5,0,1,0,1,1,0,0
853,3,4,0,0,1,2,1,0,0
854,3,5,0,0,1,2,1,2,0
855,3,4,2,0,1,1,1,1,0
856,3,6,0,1,0,1,1,2,1
857,3,6,0,0,1,2,1,0,1
858,3,6,4,0,1,2,1,0,1
859,3,4,0,1,0,1,1,2,0
860,3,6,1,1,0,2,1,0,1
861,3,5,1,1,0,2,1,0,0
862,3,6,1,1,0,2,1,0,1
863,3,5,1,0,1,2,1,0,0
864,3,6,0,1,0,2,1,0,0
865,3,5,0,1,0,1,1,2,0
866,3,5,2,1,0,0,2,0,1
867,3,5,2,1,2,2,3,0,1
868,3,6,0,0,1,4,1,0,0
869,3,5,3,0,1,2,1,0,0
870,3,5,1,1,0,2,1,0,1
871,3,5,0,0,1,2,1,2,0
872,3,4,1,1,0,1,1,0,1
873,3,5,0,0,1,4,1,0,0
874,3,5,1,0,1,2,1,0,1
875,3,4,0,0,1,2,1,1,0
876,3,5,1,0,1,2,1,0,0
877,3,5,1,1,0,2,2,0,0
878,3,4,1,1,0,2,2,0,0
879,3,5,1,0,1,2,1,0,0
880,3,5,1,0,1,2,1,1,1
881,3,4,0,0,1,2,1,0,1
882,3,6,0,0,1,2,1,0,0
883,3,6,0,0,1,1,1,0,0
884,3,6,0,0,1,4,1,0,0
885,3,5,0,0,1,1,2,0,0
886,3,4,0,1,0,1,1,2,1
887,3,6,1,0,1,2,1,0,1
888,3,6,0,0,1,3,1,0,0
889,3,6,0,0,1,2,1,0,1
890,3,5,0,0,1,2,1,0,0
891,3,4,1,0,1,3,1,0,0
892,3,5,0,0,1,3,1,0,0
893,3,5,0,0,1,2,1,0,0
894,3,4,2,0,3,0,3,0,1
895,3,4,2,1,0,0,3,0,1
896,3,4,0,0,1,4,1,0,0
897,3,4,0,0,1,3,1,0,0
898,3,4,0,0,1,1,1,0,0
899,3,4,2,1,2,2,3,0,1
900,3,4,3,0,3,2,4,0,0
901,3,4,3,1,0,1,4,0,0
902,3,4,3,0,1,2,4,0,0
903,3,4,3,1,2,1,4,0,0
904,3,4,1,0,1,2,1,0,0
905,3,5,0,0,1,3,1,0,1
906,3,5,0,0,1,2,1,0,0
907,3,5,1,1,0,1,2,0,0
908,3,6,1,1,0,2,2,0,0
909,3,4,1,0,1,3,1,0,1
910,3,4,0,0,1,1,1,0,0
911,3,5,1,0,1,2,1,0,0
912,3,4,1,0,1,2,1,0,0
913,3,6,0,0,1,2,1,0,1
914,3,5,0,0,1,3,1,0,0
915,3,6,0,0,1,2,1,0,0
916,3,5,2,1,0,0,2,1,1
917,3,5,2,0,1,3,2,1,1
918,3,4,0,0,1,2,1,1,0
919,3,5,0,0,1,1,1,1,0
920,3,5,0,0,1,2,1,2,0
921,3,6,0,0,1,2,1,0,0
922,3,5,0,1,0,1,1,2,1
923,3,6,0,1,0,1,1,2,1
924,3,5,0,0,1,3,1,2,0
925,3,6,1,0,1,4,1,0,0
926,3,4,0,0,1,2,1,2,1
927,3,4,2,0,1,2,2,1,0
928,3,4,2,1,2,1,2,1,0
929,3,4,0,0,1,2,2,2,0
930,3,6,0,0,1,2,2,2,0
931,3,5,0,0,1,2,1,2,0
932,3,5,1,1,0,2,3,0,0
933,3,5,1,0,1,2,3,0,0
934,3,4,3,1,0,0,3,0,1
935,3,4,3,0,1,2,5,0,1
936,3,4,3,1,2,2,3,0,1
937,3,6,2,1,0,0,3,0,0
938,3,5,0,0,1,1,3,0,0
939,3,6,2,1,2,3,3,0,0
940,3,6,1,0,1,2,1,1,0
941,3,5,0,0,1,2,1,1,1
942,3,5,0,0,1,2,1,1,0
943,3,4,1,1,0,3,1,0,0
944,3,6,1,0,1,2,1,0,0
945,3,6,4,0,1,2,1,0,1
946,3,6,4,0,1,2,1,0,0
947,3,5,0,1,0,2,1,0,1
948,3,4,0,0,1,2,1,2,0
949,3,6,4,0,1,2,1,0,1
950,3,6,1,0,1,2,1,0,0
951,3,6,0,0,1,2,1,0,0
952,3,5,0,0,1,2,1,0,0
953,3,5,0,0,1,2,1,1,1
954,3,5,3,0,3,2,5,0,0
955,3,5,3,1,0,1,5,0,0
956,3,5,3,1,0,1,5,0,0
957,3,5,3,1,0,1,5,0,0
958,3,5,3,1,2,1,5,0,0
959,3,5,1,0,1,3,1,0,0
960,3,6,0,0,1,3,1,1,0
961,3,5,2,1,0,1,2,2,0
962,3,5,2,0,1,2,2,2,0
963,3,4,0,0,1,3,1,0,0
964,3,4,3,0,1,3,1,0,0
965,3,5,1,0,1,2,1,0,0
966,3,5,0,1,0,2,1,0,0
967,3,4,0,1,0,4,1,0,0
968,3,5,2,0,1,3,2,0,0
969,3,5,2,1,2,2,2,0,0
970,3,5,1,0,1,1,2,0,1
971,3,5,1,0,1,2,1,2,0
972,3,6,4,0,1,2,1,0,0
973,3,6,0,0,1,2,1,0,0
974,3,5,2,0,1,2,2,0,0
975,3,5,2,1,2,2,2,0,0
976,3,4,1,0,1,2,1,0,0
977,3,5,0,0,1,2,1,0,0
978,3,6,1,0,1,2,1,0,1
979,3,6,0,0,1,5,1,0,0
980,3,5,0,1,0,2,1,0,1
981,3,5,0,0,1,3,1,0,1
982,3,4,1,0,1,2,1,0,0
983,3,5,0,0,1,2,1,0,0
984,3,6,0,1,0,1,1,2,1
985,3,5,0,0,1,2,1,0,1
986,3,5,0,0,1,2,1,0,0
987,3,5,1,1,0,1,1,2,0
988,3,4,0,0,1,2,1,2,0
989,3,4,1,0,1,2,1,0,0
990,3,5,1,0,1,2,1,0,0
991,3,6,0,0,1,2,1,1,1
992,3,4,0,1,0,3,1,2,0
993,3,5,0,1,0,1,1,2,1
994,3,5,0,0,1,2,1,1,0
995,3,5,1,0,1,3,1,1,0
996,3,4,1,0,1,3,1,0,0
997,3,6,0,1,2,1,1,1,1
998,3,5,1,0,1,2,1,1,0
999,3,4,0,1,0,1,1,2,1
1000,3,5,0,0,1,2,1,2,1
1001,3,6,3,1,0,1,3,2,1
1002,3,6,3,1,0,1,3,2,1
1003,3,6,3,0,1,2,3,2,1
1004,3,5,0,1,0,1,1,2,1
1005,3,5,2,0,1,2,1,2,0
1006,3,6,1,1,0,1,1,2,1
1007,3,5,1,1,0,1,1,2,1
1008,3,5,0,1,0,3,1,2,0
1009,3,5,0,0,1,2,1,2,0
1010,3,5,2,0,1,2,2,0,0
1011,3,5,2,1,2,1,2,0,0
1012,3,5,0,1,0,1,1,2,0
1013,3,4,1,1,0,1,1,0,0
1014,3,6,1,1,2,1,1,0,0
1015,3,5,1,0,1,5,1,0,0
1016,3,5,0,0,1,2,1,2,0
1017,3,6,0,0,1,2,1,0,1
1018,3,6,1,0,1,2,1,0,0
1019,3,4,1,0,1,2,1,0,0
1020,3,6,1,0,1,2,1,0,0
1021,3,6,1,0,1,2,1,0,0
1022,3,5,1,0,1,2,1,0,0
1023,3,4,1,1,0,1,1,2,1
1024,3,5,0,0,1,2,1,0,0
1025,3,4,2,0,3,0,2,0,1
1026,3,4,2,1,2,2,2,0,1
1027,3,5,1,0,1,2,1,0,0
1028,3,5,3,1,0,1,2,2,1
1029,3,5,3,0,1,2,2,2,0
1030,3,4,1,0,1,2,1,2,0
1031,3,5,1,0,1,3,1,0,0
1032,3,5,0,0,1,2,1,2,0
1033,3,5,0,0,1,2,1,0,1
1034,3,4,2,0,3,2,3,1,1
1035,3,4,2,0,3,2,3,1,1
1036,3,4,2,1,2,1,3,1,1
1037,3,6,0,1,2,1,1,1,1
1038,3,5,1,0,1,2,1,0,0
1039,3,5,0,1,0,1,1,2,1
1040,3,5,0,1,0,2,1,2,1
1041,3,6,1,0,1,2,1,0,0
1042,3,4,2,1,0,1,2,2,1
1043,3,4,2,1,0,1,2,2,1
1044,3,5,2,1,0,1,1,2,1
1045,3,5,0,0,1,1,1,0,0
1046,3,6,1,0,1,2,1,0,0
1047,3,4,0,1,0,1,1,1,1
1048,3,4,2,1,0,0,3,1,1
1049,3,4,2,0,1,1,3,1,1
1050,3,4,2,1,2,1,3,1,1
1051,3,6,1,0,1,3,1,0,0
1052,3,5,1,0,1,2,1,0,0
1053,3,5,0,0,1,2,1,1,0
1054,3,5,0,1,0,1,1,2,0
1055,3,5,1,0,1,2,1,0,0
1056,3,6,2,0,3,1,2,1,1
1057,3,6,2,1,0,1,2,1,1
1058,3,6,1,1,0,2,1,0,0
1059,3,5,1,0,1,2,1,0,0
1060,3,5,0,1,0,1,1,0,1
1061,3,6,0,1,0,2,1,0,1
1062,3,5,0,0,1,2,1,0,0
1063,3,6,0,0,1,4,1,0,0
1064,3,5,1,0,1,3,1,0,1
1065,3,5,0,0,1,2,1,0,0
1066,3,4,0,0,1,2,1,1,0
1067,3,5,0,1,0,2,1,0,1
1068,3,5,0,0,1,6,1,0,0
1069,3,6,2,0,1,2,2,2,0
1070,3,5,0,0,1,2,1,2,0
1071,3,6,2,1,2,1,2,2,1
1072,3,5,0,0,1,2,1,2,0
1073,3,5,0,0,1,2,1,2,0
1074,3,6,0,0,1,2,1,2,0
1075,3,5,1,0,1,2,1,0,0
1076,3,4,0,1,0,1,1,2,0
1077,3,5,0,1,0,1,1,2,1
1078,3,6,1,1,0,1,1,2,1
1079,3,5,0,1,0,2,1,0,1
1080,3,6,0,0,1,2,1,2,1
1081,3,6,0,1,0,1,1,2,1
1082,3,6,0,0,3,0,2,0,1
1083,3,5,3,0,1,2,1,0,0
1084,3,5,1,0,1,4,2,0,0
1085,3,5,0,0,1,2,1,0,0
1086,3,5,0,1,0,3,1,0,0
1087,3,5,0,0,1,2,1,0,0
1088,3,4,0,0,1,3,1,0,1
1089,3,5,1,0,1,1,1,0,0
1090,3,4,1,1,0,2,1,0,0
1091,3,4,1,1,0,1,1,0,0
1092,3,5,1,0,1,1,1,0,0
1093,3,5,1,0,1,1,1,0,0
1094,3,5,1,1,2,3,1,0,1
1095,3,5,0,1,0,1,1,2,0
1096,3,5,2,0,3,0,5,0,0
1097,3,5,2,0,3,0,5,0,0
1098,3,5,2,1,0,0,5,0,0
1099,3,5,2,1,0,0,5,0,0
1100,3,5,2,1,2,2,5,0,0
1101,3,5,3,0,3,0,6,0,0
1102,3,5,3,0,3,0,6,0,0
1103,3,5,3,0,3,0,6,0,0
1104,3,5,3,0,1,1,6,0,0
1105,3,5,3,0,1,1,6,0,0
1106,3,5,3,1,2,4,6,0,0
1107,3,5,1,0,1,2,1,0,0
1108,3,4,2,0,1,1,1,0,0
1109,3,5,1,0,1,2,1,1,0
1110,3,5,1,0,1,3,1,0,0
1111,3,4,2,0,3,0,3,0,0
1112,3,4,2,1,0,0,3,0,0
1113,3,4,2,1,2,2,3,0,0
1114,3,4,0,0,1,2,1,0,0
1115,3,4,0,0,1,2,1,0,0
1116,3,5,1,0,1,2,1,0,0
1117,3,4,1,0,1,2,1,0,0
1118,3,5,1,0,1,2,1,0,0
1119,3,6,0,0,1,2,1,0,0
1120,3,6,0,0,1,2,2,0,1
1121,3,6,3,0,3,2,3,1,1
1122,3,5,3,1,0,1,3,1,1
1123,3,6,3,1,2,1,3,1,1
1124,3,5,1,1,0,1,1,2,0
1125,3,4,1,0,1,2,1,0,0
1126,3,5,1,1,0,2,1,0,0
1127,3,5,1,0,1,1,1,0,0
1128,3,5,1,0,1,2,1,0,0
1129,3,4,0,0,1,2,2,0,0
1130,3,5,0,1,0,1,1,0,0
1131,3,4,1,0,1,3,1,0,1
1132,3,4,1,0,1,2,1,0,0
1133,3,5,1,0,1,1,1,0,0
1134,3,6,1,0,1,2,1,0,0
1135,3,5,1,0,1,2,1,0,0
1136,3,6,1,1,2,1,1,0,0
1137,3,5,0,0,1,2,1,1,0
1138,3,6,0,0,1,2,1,0,0
1139,3,6,1,0,1,3,1,0,0
1140,3,6,1,0,1,2,1,0,0
1141,3,4,3,0,3,0,6,2,0
1142,3,4,3,0,3,0,6,2,0
1143,3,4,3,0,3,0,6,2,0
1144,3,4,3,0,3,0,6,2,0
1145,3,4,3,0,3,0,6,2,0
1146,3,4,3,1,2,3,6,2,0
1147,3,5,3,1,0,2,1,0,0
1148,3,5,0,0,1,3,1,0,0
1149,3,5,0,1,0,1,1,2,1
1150,3,6,2,0,1,2,1,0,0
1151,3,6,2,1,2,1,1,0,0
1152,3,6,2,0,1,4,2,0,0
1153,3,6,2,1,2,4,2,0,0
1154,3,5,1,0,1,2,1,0,0
1155,3,5,0,0,1,2,1,0,0
1156,3,5,2,1,0,0,3,0,0
1157,3,5,2,0,1,1,3,0,0
1158,3,5,2,1,2,4,3,0,0
1159,3,4,1,1,0,1,1,0,1
1160,3,5,1,0,1,4,1,0,0
1161,3,5,1,0,1,1,1,0,0
1162,3,5,0,0,1,2,1,2,1
1163,3,5,3,0,1,2,1,2,0
1164,3,5,0,0,1,2,1,1,0
1165,3,6,0,0,1,2,1,1,0
1166,3,6,0,0,1,2,1,1,0
1167,3,5,0,0,1,2,1,2,0
1168,3,6,0,0,1,2,1,0,0
1169,3,5,0,0,1,3,1,0,0
1170,3,6,4,0,3,2,7,0,0
1171,3,6,4,0,3,1,7,0,0
1172,3,6,4,1,0,1,7,0,0
1173,3,6,4,1,0,1,7,0,0
1174,3,6,4,1,0,1,7,0,0
1175,3,6,4,1,0,1,7,0,0
1176,3,6,4,0,1,2,7,0,0
1177,3,6,4,0,1,2,7,0,0
1178,3,6,4,0,1,2,7,0,0
1179,3,6,4,0,1,2,7,0,0
1180,3,6,4,1,2,1,7,0,0
1181,3,6,1,0,1,2,1,0,0
1182,3,6,0,1,0,2,1,0,1
1183,3,6,1,0,1,3,1,0,0
1184,3,5,3,0,1,2,3,1,0
1185,3,5,3,0,1,2,3,1,0
1186,3,5,3,0,1,2,3,1,0
1187,3,6,2,1,0,0,3,0,1
1188,3,6,2,1,2,2,3,0,1
1189,3,6,2,1,0,0,3,0,1
1190,3,5,1,0,1,2,1,0,1
1191,3,6,1,0,1,1,1,0,0
1192,3,6,1,0,1,2,1,0,0
1193,3,5,0,0,1,2,1,2,0
1194,3,6,1,0,1,2,1,0,0
1195,3,5,0,0,1,2,1,2,0
1196,3,5,1,0,1,2,1,0,1
1197,3,5,2,0,1,2,1,0,0
1198,3,5,0,1,0,1,1,2,1
1199,3,5,1,0,1,2,1,0,0
1200,3,5,1,0,1,2,1,0,0
1201,3,5,0,0,1,2,1,1,0
1202,3,5,1,0,1,2,1,0,0
1203,3,5,1,0,1,3,1,0,0
1204,3,4,1,0,1,2,1,0,0
1205,3,5,0,1,0,1,1,0,1
1206,3,4,3,0,3,0,6,0,0
1207,3,4,3,0,3,0,6,0,0
1208,3,4,3,1,0,0,6,0,0
1209,3,4,3,1,0,0,6,0,0
1210,3,4,3,0,1,3,6,0,0
1211,3,4,3,1,2,4,6,0,0
1212,3,5,1,0,1,2,1,0,0
1213,3,6,1,0,1,2,1,0,0
1214,3,5,1,0,1,2,1,0,0
1215,3,6,0,0,1,2,1,2,0
1216,3,4,0,1,0,1,1,2,1
1217,3,5,0,0,1,1,1,0,0
1218,3,4,1,0,1,2,1,0,0
1219,3,5,1,0,1,2,1,0,0
1220,3,6,1,0,1,3,1,0,0
1221,3,5,1,0,1,2,1,0,0
1222,3,5,1,0,1,3,1,1,0
1223,3,6,0,1,0,2,1,0,1
1224,3,5,1,0,1,2,1,0,0
1225,3,5,0,0,1,6,1,0,0
1226,3,4,1,0,1,1,1,0,0
1227,3,5,1,1,0,2,1,0,0
1228,3,6,1,0,1,3,1,0,1
1229,3,5,1,0,1,2,1,0,0
1230,3,6,1,1,0,0,2,0,0
1231,3,6,1,1,2,2,3,0,0
1232,3,5,1,0,1,1,1,0,1
1233,3,5,1,0,1,4,1,0,1
1234,3,5,0,0,1,2,1,0,0
1235,3,5,0,0,1,7,1,0,0
1236,3,6,1,0,1,1,1,0,1
1237,3,5,0,0,1,2,1,0,0
1238,3,4,0,0,1,2,1,0,1
1239,3,6,1,0,1,3,1,0,0
1240,3,5,1,0,3,0,2,1,1
1241,3,5,0,0,1,2,2,1,0
1242,3,4,0,0,1,2,1,1,0
1243,3,5,0,0,1,2,1,1,0
1244,3,5,1,1,2,1,3,1,1
1245,3,5,1,0,1,2,1,0,0
1246,3,5,2,0,1,2,2,0,0
1247,3,5,2,1,2,1,2,0,1
1248,3,5,1,0,1,3,1,0,0
1249,3,5,0,0,1,2,1,2,0
1250,3,6,1,0,1,2,1,0,0
1251,3,5,1,0,1,3,1,0,0
1252,3,5,1,0,1,4,1,0,0
1253,3,6,0,0,1,2,1,1,0
1254,3,4,0,0,1,2,1,0,1
1255,3,6,0,0,1,2,1,1,0
1256,3,5,2,0,3,0,3,1,1
1257,3,5,2,1,0,0,3,1,1
1258,3,5,2,1,2,2,3,1,1
1259,3,4,1,0,1,3,1,0,0
1260,3,5,1,1,0,1,1,0,1
1261,3,6,1,1,2,6,1,0,1
1262,3,6,2,0,3,2,3,0,0
1263,3,6,2,0,3,1,3,0,0
1264,3,6,2,0,1,4,3,0,0
1265,3,5,3,1,0,0,3,0,0
1266,3,5,3,0,1,3,3,0,0
1267,3,5,3,1,2,2,3,0,0
1268,3,5,1,0,1,2,1,0,0
1269,3,4,1,0,1,3,1,0,0
1270,3,6,1,0,1,2,1,0,0
1271,3,5,1,0,1,2,1,0,0
1272,3,6,1,0,1,4,1,0,0
1273,3,6,2,1,0,1,3,0,0
1274,3,6,2,0,1,3,4,0,0
1275,3,6,2,0,1,1,3,0,0
1276,3,6,2,1,2,3,2,0,0
1277,3,4,0,0,1,2,1,1,1
1278,3,5,0,0,1,1,1,0,0
1279,3,6,0,1,0,1,1,0,0
1280,3,5,1,0,1,2,1,0,0
1281,3,4,1,0,1,2,1,0,0
1282,3,5,1,0,1,2,1,0,0
1283,3,5,0,0,1,2,1,0,0
1284,3,5,1,0,1,2,1,0,0
1285,3,5,1,0,1,3,1,0,0
1286,3,6,0,1,2,3,1,1,1
1287,3,5,0,0,1,5,1,0,0
1288,3,5,0,0,1,1,2,0,0
1289,3,5,0,0,1,2,2,0,0
1290,3,6,0,1,2,4,2,0,1
1291,3,4,1,0,1,2,1,0,0
1292,3,6,0,0,1,2,1,0,0
1293,3,6,1,0,1,2,1,0,0
1294,3,6,2,0,1,2,1,0,0
1295,3,6,0,0,1,2,1,0,0
1296,3,5,1,0,1,2,1,0,0
1297,3,5,0,0,1,2,1,0,0
1298,3,5,1,0,1,3,1,0,0
1299,3,6,2,0,1,2,2,1,0
1300,3,6,2,1,2,1,2,1,1
1301,3,5,0,0,1,4,1,1,0
1302,3,5,0,0,1,2,1,1,0
1303,3,5,2,0,1,2,1,1,0
1304,3,5,2,1,0,1,2,1,0
1305,3,5,2,1,0,1,2,1,0
1306,3,5,0,0,1,2,1,1,0
1307,3,6,0,0,1,2,1,1,0
1308,3,4,1,0,1,2,1,0,0
