,pclass,sex,embarked,survived,deck,title,age_range,fare_range,fam_size
696,3,1,0,0,5,0,2,1,1
697,3,1,0,0,5,0,2,1,1
698,3,0,0,0,6,1,1,1,1
699,3,0,0,0,4,1,3,1,1
700,3,0,0,0,6,1,1,1,1
701,3,0,0,0,5,1,1,1,1
702,3,1,2,0,5,0,2,0,1
703,3,0,2,0,6,1,2,0,1
704,3,0,0,0,6,1,2,1,1
705,3,0,1,0,4,1,2,2,2
706,3,1,1,0,4,2,1,2,2
707,3,0,0,0,6,1,2,0,1
708,3,0,0,0,5,1,2,0,1
709,3,1,2,1,5,0,1,0,1
710,3,1,2,0,4,0,3,0,1
711,3,0,0,0,6,1,2,0,1
712,3,0,0,0,4,1,2,1,1
713,3,0,2,0,5,1,2,0,1
714,3,0,0,1,6,1,3,4,1
715,3,0,0,0,4,1,2,1,1
716,3,0,1,0,5,1,2,2,2
717,3,0,1,0,5,1,1,2,2
718,3,0,0,0,4,1,1,0,1
719,3,0,0,1,5,1,1,1,1
720,3,0,2,0,5,1,2,0,1
721,3,0,0,0,5,1,3,0,1
722,3,0,0,0,5,1,2,0,1
723,3,0,2,0,5,1,3,0,1
724,3,0,2,0,5,1,3,0,1
725,3,1,2,1,5,0,2,0,1
726,3,1,2,0,4,0,2,0,1
727,3,0,2,0,6,1,7,0,1
728,3,0,0,0,5,1,4,1,1
729,3,0,0,0,4,1,3,1,1
730,3,0,0,0,5,1,2,1,1
731,3,0,0,0,5,1,1,1,1
732,3,0,0,0,4,1,2,1,1
733,3,0,0,1,4,3,0,2,3
734,3,0,0,1,4,3,0,2,3
735,3,1,0,1,4,2,3,2,3
736,3,0,0,0,6,1,5,0,1
737,3,0,0,0,6,1,1,1,1
738,3,1,0,1,6,0,1,2,2
739,3,0,0,0,6,1,4,2,2
740,3,0,0,0,5,1,1,1,1
741,3,0,1,0,5,1,2,0,1
742,3,0,0,1,4,1,4,1,1
743,3,1,0,0,4,0,2,2,1
744,3,0,0,0,6,1,1,1,1
745,3,1,2,1,4,0,2,0,1
746,3,0,2,1,5,1,2,0,1
747,3,0,0,0,5,3,0,2,3
748,3,0,0,0,5,1,3,2,3
749,3,1,0,0,5,2,2,2,3
750,3,0,0,0,6,1,2,1,1
751,3,0,0,0,6,1,2,1,1
752,3,0,0,0,4,1,2,3,3
753,3,0,0,0,5,1,2,1,1
754,3,0,0,0,4,1,2,3,3
755,3,0,0,0,5,1,1,1,3
756,3,0,0,0,5,1,2,2,2
757,3,1,0,1,5,2,1,2,2
758,3,0,0,1,5,1,3,2,2
759,3,1,0,1,5,2,3,2,2
760,3,0,0,1,6,1,2,1,1
761,3,0,0,0,5,1,1,1,1
762,3,0,0,1,6,3,0,2,4
763,3,1,0,1,6,0,0,2,4
764,3,0,0,0,6,1,2,2,4
765,3,1,0,1,6,2,3,2,4
766,3,0,0,0,5,1,2,1,1
767,3,0,0,0,5,1,2,1,1
768,3,0,0,0,5,1,2,1,1
769,3,0,0,0,4,1,2,0,1
770,3,0,0,0,5,1,3,0,1
771,3,1,2,1,5,0,1,1,1
772,3,0,0,0,6,1,1,1,1
773,3,0,0,0,4,1,4,1,1
774,3,0,0,0,6,1,4,1,1
775,3,0,1,0,5,1,2,0,1
776,3,0,2,0,5,1,3,0,1
777,3,0,0,1,6,1,1,1,1
778,3,1,0,1,4,0,2,2,1
779,3,1,2,0,4,0,2,0,1
780,3,1,0,1,6,0,2,1,1
781,3,0,1,0,4,1,3,1,1
782,3,0,2,0,6,1,6,0,1
783,3,0,0,1,5,1,2,0,1
784,3,0,0,0,6,1,2,2,2
785,3,1,0,1,6,2,2,2,2
786,3,0,0,0,6,1,1,0,1
787,3,0,0,0,4,1,1,0,1
788,3,0,0,0,5,1,4,0,1
789,3,0,1,0,6,1,2,0,1
790,3,0,1,0,5,1,3,0,3
791,3,0,1,0,5,1,1,0,3
792,3,0,1,0,6,1,1,0,3
793,3,0,0,0,6,1,4,0,1
794,3,1,0,1,4,0,0,2,1
795,3,0,1,0,6,1,2,0,1
796,3,0,0,0,5,1,4,2,1
797,3,0,2,0,5,1,4,0,1
798,3,0,0,1,4,1,2,0,1
799,3,0,0,0,6,1,1,0,1
800,3,1,2,0,4,0,1,0,1
801,3,0,2,0,5,1,2,0,1
802,3,0,2,0,4,1,2,0,1
803,3,0,2,0,4,1,2,1,1
804,3,0,2,0,5,1,2,0,1
805,3,0,0,1,6,1,2,4,1
806,3,1,0,0,4,0,2,3,5
807,3,1,0,0,4,0,0,3,5
808,3,0,0,0,6,1,2,1,1
809,3,0,0,0,4,1,1,3,5
810,3,0,0,0,4,1,1,3,5
811,3,1,0,0,4,2,4,3,5
812,3,0,2,0,5,1,2,0,1
813,3,0,0,0,5,1,2,0,1
814,3,0,2,0,5,1,2,0,1
815,3,0,0,0,4,1,2,2,1
816,3,0,1,0,5,1,2,1,1
817,3,0,0,0,5,1,2,1,1
818,3,1,2,1,4,0,1,0,1
819,3,1,2,1,5,0,1,0,1
820,3,0,0,1,4,3,0,2,3
821,3,0,0,0,4,1,3,2,3
822,3,0,0,0,6,1,4,0,1
823,3,1,0,1,4,2,3,2,3
824,3,0,0,0,5,1,3,0,1
825,3,0,0,0,6,3,0,4,7
826,3,0,0,0,6,3,0,4,7
827,3,0,0,0,6,3,1,4,7
828,3,1,0,0,6,0,0,4,7
829,3,1,0,0,6,0,1,4,7
830,3,0,0,0,6,1,1,4,7
831,3,0,0,0,6,1,3,4,7
832,3,1,0,0,6,2,4,4,7
833,3,0,0,0,5,1,5,1,1
834,3,0,0,0,5,1,3,1,1
835,3,0,0,0,5,1,2,1,1
836,3,0,0,0,5,1,1,1,1
837,3,0,0,0,5,1,3,1,3
838,3,0,0,0,6,1,2,1,3
839,3,0,0,0,4,1,1,0,1
840,3,1,0,0,6,0,2,1,1
841,3,1,2,0,4,0,1,0,1
842,3,0,0,0,5,1,2,2,2
843,3,0,0,0,4,1,2,2,2
844,3,0,0,0,6,1,2,2,2
845,3,1,0,1,6,2,2,2,2
846,3,0,0,0,4,1,1,1,1
847,3,0,1,0,5,1,2,0,1
848,3,0,0,0,6,1,4,2,3
849,3,0,0,0,5,1,2,0,2
850,3,0,0,0,5,1,2,0,1
851,3,1,0,1,6,2,4,2,2
852,3,1,0,0,5,0,1,0,1
853,3,0,0,0,4,1,2,0,1
854,3,0,2,0,5,1,2,0,1
855,3,0,1,0,4,1,1,2,1
856,3,1,2,1,6,0,1,0,1
857,3,0,0,1,6,1,2,0,1
858,3,0,0,1,6,1,2,4,1
859,3,1,2,0,4,0,1,0,1
860,3,1,0,1,6,0,2,1,1
861,3,1,0,0,5,0,2,1,1
862,3,1,0,1,6,0,2,1,1
863,3,0,0,0,5,1,2,1,1
864,3,1,0,0,6,0,2,0,1
865,3,1,2,0,5,0,1,0,1
866,3,1,0,1,5,0,0,2,2
867,3,1,0,1,5,2,2,2,3
868,3,0,0,0,6,1,4,0,1
869,3,0,0,0,5,1,2,3,1
870,3,1,0,1,5,0,2,1,1
871,3,0,2,0,5,1,2,0,1
872,3,1,0,1,4,0,1,1,1
873,3,0,0,0,5,1,4,0,1
874,3,0,0,1,5,1,2,1,1
875,3,0,1,0,4,1,2,0,1
876,3,0,0,0,5,1,2,1,1
877,3,1,0,0,5,0,2,1,2
878,3,1,0,0,4,0,2,1,2
879,3,0,0,0,5,1,2,1,1
880,3,0,1,1,5,1,2,1,1
881,3,0,0,1,4,1,2,0,1
882,3,0,0,0,6,1,2,0,1
883,3,0,0,0,6,1,1,0,1
884,3,0,0,0,6,1,4,0,1
885,3,0,0,0,5,1,1,0,2
886,3,1,2,1,4,0,1,0,1
887,3,0,0,1,6,1,2,1,1
888,3,0,0,0,6,1,3,0,1
889,3,0,0,1,6,1,2,0,1
890,3,0,0,0,5,1,2,0,1
891,3,0,0,0,4,1,3,1,1
892,3,0,0,0,5,1,3,0,1
893,3,0,0,0,5,1,2,0,1
894,3,0,0,1,4,3,0,2,3
895,3,1,0,1,4,0,0,2,3
896,3,0,0,0,4,1,4,0,1
897,3,0,0,0,4,1,3,0,1
898,3,0,0,0,4,1,1,0,1
899,3,1,0,1,4,2,2,2,3
900,3,0,0,0,4,3,2,3,4
901,3,1,0,0,4,0,1,3,4
902,3,0,0,0,4,1,2,3,4
903,3,1,0,0,4,2,1,3,4
904,3,0,0,0,4,1,2,1,1
905,3,0,0,1,5,1,3,0,1
906,3,0,0,0,5,1,2,0,1
907,3,1,0,0,5,0,1,1,2
908,3,1,0,0,6,0,2,1,2
909,3,0,0,1,4,1,3,1,1
910,3,0,0,0,4,1,1,0,1
911,3,0,0,0,5,1,2,1,1
912,3,0,0,0,4,1,2,1,1
913,3,0,0,1,6,1,2,0,1
914,3,0,0,0,5,1,3,0,1
915,3,0,0,0,6,1,2,0,1
916,3,1,1,1,5,0,0,2,2
917,3,0,1,1,5,1,3,2,2
918,3,0,1,0,4,1,2,0,1
919,3,0,1,0,5,1,1,0,1
920,3,0,2,0,5,1,2,0,1
921,3,0,0,0,6,1,2,0,1
922,3,1,2,1,5,0,1,0,1
923,3,1,2,1,6,0,1,0,1
924,3,0,2,0,5,1,3,0,1
925,3,0,0,0,6,1,4,1,1
926,3,0,2,1,4,1,2,0,1
927,3,0,1,0,4,1,2,2,2
928,3,1,1,0,4,2,1,2,2
929,3,0,2,0,4,1,2,0,2
930,3,0,2,0,6,1,2,0,2
931,3,0,2,0,5,1,2,0,1
932,3,1,0,0,5,0,2,1,3
933,3,0,0,0,5,1,2,1,3
934,3,1,0,1,4,0,0,3,3
935,3,0,0,1,4,1,2,3,5
936,3,1,0,1,4,2,2,3,3
937,3,1,0,0,6,0,0,2,3
938,3,0,0,0,5,1,1,0,3
939,3,1,0,0,6,2,3,2,3
940,3,0,1,0,6,1,2,1,1
941,3,0,1,1,5,1,2,0,1
942,3,0,1,0,5,1,2,0,1
943,3,1,0,0,4,0,3,1,1
944,3,0,0,0,6,1,2,1,1
945,3,0,0,1,6,1,2,4,1
946,3,0,0,0,6,1,2,4,1
947,3,1,0,1,5,0,2,0,1
948,3,0,2,0,4,1,2,0,1
949,3,0,0,1,6,1,2,4,1
950,3,0,0,0,6,1,2,1,1
951,3,0,0,0,6,1,2,0,1
952,3,0,0,0,5,1,2,0,1
953,3,0,1,1,5,1,2,0,1
954,3,0,0,0,5,3,2,3,5
955,3,1,0,0,5,0,1,3,5
956,3,1,0,0,5,0,1,3,5
957,3,1,0,0,5,0,1,3,5
958,3,1,0,0,5,2,1,3,5
959,3,0,0,0,5,1,3,1,1
960,3,0,1,0,6,1,3,0,1
961,3,1,2,0,5,0,1,2,2
962,3,0,2,0,5,1,2,2,2
963,3,0,0,0,4,1,3,0,1
964,3,0,0,0,4,1,3,3,1
965,3,0,0,0,5,1,2,1,1
966,3,1,0,0,5,0,2,0,1
967,3,1,0,0,4,0,4,0,1
968,3,0,0,0,5,1,3,2,2
969,3,1,0,0,5,2,2,2,2
970,3,0,0,1,5,1,1,1,2
971,3,0,2,0,5,1,2,1,1
972,3,0,0,0,6,1,2,4,1
973,3,0,0,0,6,1,2,0,1
974,3,0,0,0,5,1,2,2,2
975,3,1,0,0,5,2,2,2,2
976,3,0,0,0,4,1,2,1,1
977,3,0,0,0,5,1,2,0,1
978,3,0,0,1,6,1,2,1,1
979,3,0,0,0,6,1,5,0,1
980,3,1,0,1,5,0,2,0,1
981,3,0,0,1,5,1,3,0,1
982,3,0,0,0,4,1,2,1,1
983,3,0,0,0,5,1,2,0,1
984,3,1,2,1,6,0,1,0,1
985,3,0,0,1,5,1,2,0,1
986,3,0,0,0,5,1,2,0,1
987,3,1,2,0,5,0,1,1,1
988,3,0,2,0,4,1,2,0,1
989,3,0,0,0,4,1,2,1,1
990,3,0,0,0,5,1,2,1,1
991,3,0,1,1,6,1,2,0,1
992,3,1,2,0,4,0,3,0,1
993,3,1,2,1,5,0,1,0,1
994,3,0,1,0,5,1,2,0,1
995,3,0,1,0,5,1,3,1,1
996,3,0,0,0,4,1,3,1,1
997,3,1,1,1,6,2,1,0,1
998,3,0,1,0,5,1,2,1,1
999,3,1,2,1,4,0,1,0,1
1000,3,0,2,1,5,1,2,0,1
1001,3,1,2,1,6,0,1,3,3
1002,3,1,2,1,6,0,1,3,3
1003,3,0,2,1,6,1,2,3,3
1004,3,1,2,1,5,0,1,0,1
1005,3,0,2,0,5,1,2,2,1
1006,3,1,2,1,6,0,1,1,1
1007,3,1,2,1,5,0,1,1,1
1008,3,1,2,0,5,0,3,0,1
1009,3,0,2,0,5,1,2,0,1
1010,3,0,0,0,5,1,2,2,2
1011,3,1,0,0,5,2,1,2,2
1012,3,1,2,0,5,0,1,0,1
1013,3,1,0,0,4,0,1,1,1
1014,3,1,0,0,6,2,1,1,1
1015,3,0,0,0,5,1,5,1,1
1016,3,0,2,0,5,1,2,0,1
1017,3,0,0,1,6,1,2,0,1
1018,3,0,0,0,6,1,2,1,1
1019,3,0,0,0,4,1,2,1,1
1020,3,0,0,0,6,1,2,1,1
1021,3,0,0,0,6,1,2,1,1
1022,3,0,0,0,5,1,2,1,1
1023,3,1,2,1,4,0,1,1,1
1024,3,0,0,0,5,1,2,0,1
1025,3,0,0,1,4,3,0,2,2
1026,3,1,0,1,4,2,2,2,2
1027,3,0,0,0,5,1,2,1,1
1028,3,1,2,1,5,0,1,3,2
1029,3,0,2,0,5,1,2,3,2
1030,3,0,2,0,4,1,2,1,1
1031,3,0,0,0,5,1,3,1,1
1032,3,0,2,0,5,1,2,0,1
1033,3,0,0,1,5,1,2,0,1
1034,3,0,1,1,4,3,2,2,3
1035,3,0,1,1,4,3,2,2,3
1036,3,1,1,1,4,2,1,2,3
1037,3,1,1,1,6,2,1,0,1
1038,3,0,0,0,5,1,2,1,1
1039,3,1,2,1,5,0,1,0,1
1040,3,1,2,1,5,0,2,0,1
1041,3,0,0,0,6,1,2,1,1
1042,3,1,2,1,4,0,1,2,2
1043,3,1,2,1,4,0,1,2,2
1044,3,1,2,1,5,0,1,2,1
1045,3,0,0,0,5,1,1,0,1
1046,3,0,0,0,6,1,2,1,1
1047,3,1,1,1,4,0,1,0,1
1048,3,1,1,1,4,0,0,2,3
1049,3,0,1,1,4,1,1,2,3
1050,3,1,1,1,4,2,1,2,3
1051,3,0,0,0,6,1,3,1,1
1052,3,0,0,0,5,1,2,1,1
1053,3,0,1,0,5,1,2,0,1
1054,3,1,2,0,5,0,1,0,1
1055,3,0,0,0,5,1,2,1,1
1056,3,0,1,1,6,3,1,2,2
1057,3,1,1,1,6,0,1,2,2
1058,3,1,0,0,6,0,2,1,1
1059,3,0,0,0,5,1,2,1,1
1060,3,1,0,1,5,0,1,0,1
1061,3,1,0,1,6,0,2,0,1
1062,3,0,0,0,5,1,2,0,1
1063,3,0,0,0,6,1,4,0,1
1064,3,0,0,1,5,1,3,1,1
1065,3,0,0,0,5,1,2,0,1
1066,3,0,1,0,4,1,2,0,1
1067,3,1,0,1,5,0,2,0,1
1068,3,0,0,0,5,1,6,0,1
1069,3,0,2,0,6,1,2,2,2
1070,3,0,2,0,5,1,2,0,1
1071,3,1,2,1,6,2,1,2,2
1072,3,0,2,0,5,1,2,0,1
1073,3,0,2,0,5,1,2,0,1
1074,3,0,2,0,6,1,2,0,1
1075,3,0,0,0,5,1,2,1,1
1076,3,1,2,0,4,0,1,0,1
1077,3,1,2,1,5,0,1,0,1
1078,3,1,2,1,6,0,1,1,1
1079,3,1,0,1,5,0,2,0,1
1080,3,0,2,1,6,1,2,0,1
1081,3,1,2,1,6,0,1,0,1
1082,3,0,0,1,6,3,0,0,2
1083,3,0,0,0,5,1,2,3,1
1084,3,0,0,0,5,1,4,1,2
1085,3,0,0,0,5,1,2,0,1
1086,3,1,0,0,5,0,3,0,1
1087,3,0,0,0,5,1,2,0,1
1088,3,0,0,1,4,1,3,0,1
1089,3,0,0,0,5,1,1,1,1
1090,3,1,0,0,4,0,2,1,1
1091,3,1,0,0,4,0,1,1,1
1092,3,0,0,0,5,1,1,1,1
1093,3,0,0,0,5,1,1,1,1
1094,3,1,0,1,5,2,3,1,1
1095,3,1,2,0,5,0,1,0,1
1096,3,0,0,0,5,3,0,2,5
1097,3,0,0,0,5,3,0,2,5
1098,3,1,0,0,5,0,0,2,5
1099,3,1,0,0,5,0,0,2,5
1100,3,1,0,0,5,2,2,2,5
1101,3,0,0,0,5,3,0,3,6
1102,3,0,0,0,5,3,0,3,6
1103,3,0,0,0,5,3,0,3,6
1104,3,0,0,0,5,1,1,3,6
1105,3,0,0,0,5,1,1,3,6
1106,3,1,0,0,5,2,4,3,6
1107,3,0,0,0,5,1,2,1,1
1108,3,0,0,0,4,1,1,2,1
1109,3,0,1,0,5,1,2,1,1
1110,3,0,0,0,5,1,3,1,1
1111,3,0,0,0,4,3,0,2,3
1112,3,1,0,0,4,0,0,2,3
1113,3,1,0,0,4,2,2,2,3
1114,3,0,0,0,4,1,2,0,1
1115,3,0,0,0,4,1,2,0,1
1116,3,0,0,0,5,1,2,1,1
1117,3,0,0,0,4,1,2,1,1
1118,3,0,0,0,5,1,2,1,1
1119,3,0,0,0,6,1,2,0,1
1120,3,0,0,1,6,1,2,0,2
1121,3,0,1,1,6,3,2,3,3
1122,3,1,1,1,5,0,1,3,3
1123,3,1,1,1,6,2,1,3,3
1124,3,1,2,0,5,0,1,1,1
1125,3,0,0,0,4,1,2,1,1
1126,3,1,0,0,5,0,2,1,1
1127,3,0,0,0,5,1,1,1,1
1128,3,0,0,0,5,1,2,1,1
1129,3,0,0,0,4,1,2,0,2
1130,3,1,0,0,5,0,1,0,1
1131,3,0,0,1,4,1,3,1,1
1132,3,0,0,0,4,1,2,1,1
1133,3,0,0,0,5,1,1,1,1
1134,3,0,0,0,6,1,2,1,1
1135,3,0,0,0,5,1,2,1,1
1136,3,1,0,0,6,2,1,1,1
1137,3,0,1,0,5,1,2,0,1
1138,3,0,0,0,6,1,2,0,1
1139,3,0,0,0,6,1,3,1,1
1140,3,0,0,0,6,1,2,1,1
1141,3,0,2,0,4,3,0,3,6
1142,3,0,2,0,4,3,0,3,6
1143,3,0,2,0,4,3,0,3,6
1144,3,0,2,0,4,3,0,3,6
1145,3,0,2,0,4,3,0,3,6
1146,3,1,2,0,4,2,3,3,6
1147,3,1,0,0,5,0,2,3,1
1148,3,0,0,0,5,1,3,0,1
1149,3,1,2,1,5,0,1,0,1
1150,3,0,0,0,6,1,2,2,1
1151,3,1,0,0,6,2,1,2,1
1152,3,0,0,0,6,1,4,2,2
1153,3,1,0,0,6,2,4,2,2
1154,3,0,0,0,5,1,2,1,1
1155,3,0,0,0,5,1,2,0,1
1156,3,1,0,0,5,0,0,2,3
1157,3,0,0,0,5,1,1,2,3
1158,3,1,0,0,5,2,4,2,3
1159,3,1,0,1,4,0,1,1,1
1160,3,0,0,0,5,1,4,1,1
1161,3,0,0,0,5,1,1,1,1
1162,3,0,2,1,5,1,2,0,1
1163,3,0,2,0,5,1,2,3,1
1164,3,0,1,0,5,1,2,0,1
1165,3,0,1,0,6,1,2,0,1
1166,3,0,1,0,6,1,2,0,1
1167,3,0,2,0,5,1,2,0,1
1168,3,0,0,0,6,1,2,0,1
1169,3,0,0,0,5,1,3,0,1
1170,3,0,0,0,6,3,2,4,7
1171,3,0,0,0,6,3,1,4,7
1172,3,1,0,0,6,0,1,4,7
1173,3,1,0,0,6,0,1,4,7
1174,3,1,0,0,6,0,1,4,7
1175,3,1,0,0,6,0,1,4,7
1176,3,0,0,0,6,1,2,4,7
1177,3,0,0,0,6,1,2,4,7
1178,3,0,0,0,6,1,2,4,7
1179,3,0,0,0,6,1,2,4,7
1180,3,1,0,0,6,2,1,4,7
1181,3,0,0,0,6,1,2,1,1
1182,3,1,0,1,6,0,2,0,1
1183,3,0,0,0,6,1,3,1,1
1184,3,0,1,0,5,1,2,3,3
1185,3,0,1,0,5,1,2,3,3
1186,3,0,1,0,5,1,2,3,3
1187,3,1,0,1,6,0,0,2,3
1188,3,1,0,1,6,2,2,2,3
1189,3,1,0,1,6,0,0,2,3
1190,3,0,0,1,5,1,2,1,1
1191,3,0,0,0,6,1,1,1,1
1192,3,0,0,0,6,1,2,1,1
1193,3,0,2,0,5,1,2,0,1
1194,3,0,0,0,6,1,2,1,1
1195,3,0,2,0,5,1,2,0,1
1196,3,0,0,1,5,1,2,1,1
1197,3,0,0,0,5,1,2,2,1
1198,3,1,2,1,5,0,1,0,1
1199,3,0,0,0,5,1,2,1,1
1200,3,0,0,0,5,1,2,1,1
1201,3,0,1,0,5,1,2,0,1
1202,3,0,0,0,5,1,2,1,1
1203,3,0,0,0,5,1,3,1,1
1204,3,0,0,0,4,1,2,1,1
1205,3,1,0,1,5,0,1,0,1
1206,3,0,0,0,4,3,0,3,6
1207,3,0,0,0,4,3,0,3,6
1208,3,1,0,0,4,0,0,3,6
1209,3,1,0,0,4,0,0,3,6
1210,3,0,0,0,4,1,3,3,6
1211,3,1,0,0,4,2,4,3,6
1212,3,0,0,0,5,1,2,1,1
1213,3,0,0,0,6,1,2,1,1
1214,3,0,0,0,5,1,2,1,1
1215,3,0,2,0,6,1,2,0,1
1216,3,1,2,1,4,0,1,0,1
1217,3,0,0,0,5,1,1,0,1
1218,3,0,0,0,4,1,2,1,1
1219,3,0,0,0,5,1,2,1,1
1220,3,0,0,0,6,1,3,1,1
1221,3,0,0,0,5,1,2,1,1
1222,3,0,1,0,5,1,3,1,1
1223,3,1,0,1,6,0,2,0,1
1224,3,0,0,0,5,1,2,1,1
1225,3,0,0,0,5,1,6,0,1
1226,3,0,0,0,4,1,1,1,1
1227,3,1,0,0,5,0,2,1,1
1228,3,0,0,1,6,1,3,1,1
1229,3,0,0,0,5,1,2,1,1
1230,3,1,0,0,6,0,0,1,2
1231,3,1,0,0,6,2,2,1,3
1232,3,0,0,1,5,1,1,1,1
1233,3,0,0,1,5,1,4,1,1
1234,3,0,0,0,5,1,2,0,1
1235,3,0,0,0,5,1,7,0,1
1236,3,0,0,1,6,1,1,1,1
1237,3,0,0,0,5,1,2,0,1
1238,3,0,0,1,4,1,2,0,1
1239,3,0,0,0,6,1,3,1,1
1240,3,0,1,1,5,3,0,1,2
1241,3,0,1,0,5,1,2,0,2
1242,3,0,1,0,4,1,2,0,1
1243,3,0,1,0,5,1,2,0,1
1244,3,1,1,1,5,2,1,1,3
1245,3,0,0,0,5,1,2,1,1
1246,3,0,0,0,5,1,2,2,2
1247,3,1,0,1,5,2,1,2,2
1248,3,0,0,0,5,1,3,1,1
1249,3,0,2,0,5,1,2,0,1
1250,3,0,0,0,6,1,2,1,1
1251,3,0,0,0,5,1,3,1,1
1252,3,0,0,0,5,1,4,1,1
1253,3,0,1,0,6,1,2,0,1
1254,3,0,0,1,4,1,2,0,1
1255,3,0,1,0,6,1,2,0,1
1256,3,0,1,1,5,3,0,2,3
1257,3,1,1,1,5,0,0,2,3
1258,3,1,1,1,5,2,2,2,3
1259,3,0,0,0,4,1,3,1,1
1260,3,1,0,1,5,0,1,1,1
1261,3,1,0,1,6,2,6,1,1
1262,3,0,0,0,6,3,2,2,3
1263,3,0,0,0,6,3,1,2,3
1264,3,0,0,0,6,1,4,2,3
1265,3,1,0,0,5,0,0,3,3
1266,3,0,0,0,5,1,3,3,3
1267,3,1,0,0,5,2,2,3,3
1268,3,0,0,0,5,1,2,1,1
1269,3,0,0,0,4,1,3,1,1
1270,3,0,0,0,6,1,2,1,1
1271,3,0,0,0,5,1,2,1,1
1272,3,0,0,0,6,1,4,1,1
1273,3,1,0,0,6,0,1,2,3
1274,3,0,0,0,6,1,3,2,4
1275,3,0,0,0,6,1,1,2,3
1276,3,1,0,0,6,2,3,2,2
1277,3,0,1,1,4,1,2,0,1
1278,3,0,0,0,5,1,1,0,1
1279,3,1,0,0,6,0,1,0,1
1280,3,0,0,0,5,1,2,1,1
1281,3,0,0,0,4,1,2,1,1
1282,3,0,0,0,5,1,2,1,1
1283,3,0,0,0,5,1,2,0,1
1284,3,0,0,0,5,1,2,1,1
1285,3,0,0,0,5,1,3,1,1
1286,3,1,1,1,6,2,3,0,1
1287,3,0,0,0,5,1,5,0,1
1288,3,0,0,0,5,1,1,0,2
1289,3,0,0,0,5,1,2,0,2
1290,3,1,0,1,6,2,4,0,2
1291,3,0,0,0,4,1,2,1,1
1292,3,0,0,0,6,1,2,0,1
1293,3,0,0,0,6,1,2,1,1
1294,3,0,0,0,6,1,2,2,1
1295,3,0,0,0,6,1,2,0,1
1296,3,0,0,0,5,1,2,1,1
1297,3,0,0,0,5,1,2,0,1
1298,3,0,0,0,5,1,3,1,1
1299,3,0,1,0,6,1,2,2,2
1300,3,1,1,1,6,2,1,2,2
1301,3,0,1,0,5,1,4,0,1
1302,3,0,1,0,5,1,2,0,1
1303,3,0,1,0,5,1,2,2,1
1304,3,1,1,0,5,0,1,2,2
1305,3,1,1,0,5,0,1,2,2
1306,3,0,1,0,5,1,2,0,1
1307,3,0,1,0,6,1,2,0,1
1308,3,0,0,0,4,1,2,1,1
